"10","Lactobacillus_casei",1631,0.387871581450654,"Z4_16S"
"12","Lactobacillus_fermentum",1170,0.278240190249703,"Z4_16S"
"20","Lactobacillus_paracasei",625,0.148632580261593,"Z4_16S"
"9","Lactobacillus_buchneri",242,0.0575505350772889,"Z4_16S"
"30","Pediococcus_pentosaceus",73,0.0173602853745541,"Z4_16S"
"23","Lactobacillus_rhamnosus",73,0.0173602853745541,"Z4_16S"
"29","Pediococcus_claussenii",69,0.0164090368608799,"Z4_16S"
"11","Lactobacillus_delbrueckii",56,0.0133174791914388,"Z4_16S"
"8","Lactobacillus_brevis",54,0.0128418549346017,"Z4_16S"
"26","Lactobacillus_salivarius",50,0.0118906064209275,"Z4_16S"
