"","Query","Tax","Matching","MapQ","AS.max"
"7106","41daf4cb-ee40-4a93-b972-ef76a08954f1","Lactobacillus_casei",90.9217877094972,0,2032
"7113","41ef1877-ea2c-45da-a29f-198d88edfc91","Lactobacillus_fermentum",84.5117845117845,10,1534
"7116","41f6319e-211f-4bea-adac-0b2bb1cde380","Lactobacillus_fermentum",86.3513513513513,0,1684
"7121","41fa522c-3082-442f-b14c-7638f2725273","Lactobacillus_fermentum",84.2034805890228,0,1494
"7125","4203c3fb-eae1-44fa-a5d6-5be36706dcfb","Lactobacillus_casei",91.106845809341,0,2236
"7129","420aef32-8495-4b1a-9504-318fba046d9a","Lactobacillus_fermentum",93.1740614334471,1,2316
"7133","420af6b1-cda9-48b7-b950-fc0007185110","Lactobacillus_casei",89.2361111111111,1,1904
"7139","4211a60e-646e-4df8-b466-0520a7b993ca","Lactobacillus_fermentum",86.9901547116737,0,1662
"7144","42134f2c-f61c-42c4-8531-f1079d6e8a6a","Lactobacillus_fermentum",88.5862516212711,0,1950
"7151","421f5547-177c-4378-944b-67426d2d29a5","Lactobacillus_paracasei",89.4626657362177,1,1904
"7152","422ee58a-f63c-4d29-a817-084553919f87","Lactobacillus_casei",85.2537722908093,0,1568
"7157","42438f9f-a7b4-49fe-ae5f-6bbc1c4b67d3","Lactobacillus_paracasei",87.0779220779221,1,1820
"7163","424eafec-a4ca-423f-9143-994120ba61e7","Lactobacillus_paracasei",85.6751199451679,1,1596
"7166","4255283d-4cdd-49bc-a70d-dfb1303b3244","Lactobacillus_fermentum",86.5397688647179,1,1694
"7170","4258a523-0cf7-4257-858d-009a6a2c8cd3","Lactobacillus_paracasei",87.0249017038008,0,1836
"7171","425de2f1-afe9-40b0-96c9-3dbe88f0e7f3","Lactobacillus_casei",93.0862437633642,0,2174
"7174","425e50c8-ad85-4ed5-9e71-fb889c6fe571","Lactobacillus_casei",93.2646048109966,0,2296
"7177","425f5553-ca1c-40c5-933d-c8cb581fdfcc","Lactobacillus_casei",94.646533973919,0,2396
"7182","4262027e-e6ee-424f-8418-2db14667918b","Lactobacillus_fermentum",90.8663532572196,0,2122
"7185","42679d0c-daf9-42ab-b15b-29b16055a3fb","Lactobacillus_casei",94.3573667711599,0,2088
"7188","426dab27-7b47-47e1-b677-f9f973f0b0e4","Lactobacillus_casei",84.8260547742413,0,1404
"7193","42765441-06ec-448e-8f62-0f27c733b3eb","Lactobacillus_casei",90.752242926156,0,2028
"7198","427b4ff8-adad-4c7e-8de7-3cc6d07ac827","Lactobacillus_delbrueckii",91.583830351226,0,2172
"7201","428bbcd6-9a64-4ae8-8c1b-3eb42ac74e6b","Lactobacillus_paracasei",85.7047428189713,1,1634
"7204","428c5517-051b-4c58-9156-10f177da551d","Lactobacillus_paracasei",93.2284541723666,0,2292
"7206","4298c4e8-1c8c-495f-b7dc-190851b09016","Lactobacillus_plantarum",87.0445344129555,0,1774
"7211","429db89f-2357-468e-8525-7083b6c0c966","Lactobacillus_salivarius",82.4314827828531,1,1272
"7213","42a2c1ea-2c83-4b57-b380-53b6ffccba61","Lactobacillus_gasseri",83.3217027215632,0,1366
"7215","42a57de2-ef3f-4701-9f02-581b6a60934e","Lactobacillus_casei",87.6427132303559,0,1838
"7223","42a9f402-4e9b-4fb8-ae6f-f5ebcc12aa57","Lactobacillus_paracasei",92.3287671232877,0,2182
"7228","42b36fbb-a4eb-4e47-b974-0864f038b33c","Lactobacillus_paracasei",86.734693877551,1,1714
"7231","42b4a545-b1bd-4763-8819-8ba0e0d20066","Lactobacillus_fermentum",87.8387309980172,1,1866
"7236","42b5dc9c-18b1-4820-81da-b83b3a449738","Lactobacillus_buchneri",89.3352812271731,0,1820
"7239","42bd1f22-8f5e-42a1-bcbe-7fdf3f576359","Lactobacillus_paracasei",92.0384351407001,1,2188
"7244","42cff5b3-45d6-4047-8d19-54f71f1a0c9f","Lactobacillus_buchneri",84.155161078238,1,1546
"7248","42d63173-b5d7-440c-a3d4-808869294514","Lactobacillus_plantarum",90.8899789768746,1,2034
"7252","42eb0a08-79c3-45b7-a075-f08180261099","Lactobacillus_casei",93.5810810810811,0,2384
"7256","430718f9-9a3e-4cbf-8696-99056268fe90","Lactobacillus_fermentum",95.6254272043746,1,2516
"7259","43114751-9d96-4473-ae06-e479bc9f1385","Enterococcus_avium",79.5568263045032,1,994
"7268","4314c40a-f8a8-4536-b005-055036a7ac12","Lactobacillus_plantarum",88.5234429671099,0,1796
"7270","431c6758-8719-4852-bff0-7ac2d8038af1","Lactobacillus_fermentum",90.6356801093643,0,2068
"7274","431d014f-e5a4-483d-bc7a-d67899a68c5e","Lactobacillus_fermentum",91.5540540540541,0,2158
"7278","432b4112-c49c-42cd-ac40-e143fc2f3024","Lactobacillus_plantarum",96.4779005524862,0,2574
"7281","4330c08e-8136-4581-83de-b50ff093cfca","Lactobacillus_brevis",85.8059914407989,1,1568
"7284","4353ff41-4e07-492e-ab89-13ade2118e9f","Lactobacillus_delbrueckii",92.8571428571429,1,2262
"7289","43546035-3f1b-4a02-a35a-27b33bdeb703","Lactobacillus_fermentum",85.1298701298701,0,1688
"7292","435d1040-dbf1-43c8-aa94-5c3b2e54677a","Lactobacillus_paracasei",94.6502057613169,1,2414
"7295","438b5419-bdc9-4f5e-8f43-e711de5f1044","Lactobacillus_delbrueckii",92.3398328690808,1,2186
"7298","43915e9a-01ee-4dd2-baa0-9ef60e00880f","Lactobacillus_fermentum",92.7210884353742,0,2250
"7300","43971916-57e9-4851-974e-1189af802858","Lactobacillus_casei",87.130075705437,0,1746
"7303","4399c069-6d87-47ee-8431-bf40d648e005","Lactobacillus_casei",87.3618784530387,0,1760
"7311","43a486ec-b241-4c79-804e-510bba55725f","Lactobacillus_oris",83.9464882943144,1,1492
"7314","43ce8114-8944-4c56-8d63-418d11c11e7a","Lactobacillus_fermentum",95.0034223134839,1,2456
"7317","43ddd64b-923e-45c5-b721-a77619c9e797","Lactobacillus_buchneri",87.1813546977422,1,1640
"7320","43f6ea93-6e36-4a91-aa61-a88a83f778c4","Lactobacillus_casei",90.4983388704319,0,2142
"7327","43fbf9c0-ef69-4d11-b8c5-20e713c7d75b","Lactobacillus_fermentum",93.8608458390177,0,2352
"7331","4402c3d1-3ac1-4376-b947-c99f966dcd6b","Lactobacillus_casei",89.4380501015572,0,1930
"7337","440c94f3-6ca5-4c89-b9b5-1ee340315347","Lactobacillus_fermentum",83.6076366030283,1,1532
"7339","44170278-5dd7-4301-9f78-31e870da600a","Lactobacillus_casei",86.8592057761733,0,1634
"7346","44217337-562e-40e3-bc0e-22b2219a2adb","Lactobacillus_buchneri",84.4993141289438,1,1484
"7352","442ecda5-4a08-4d70-a6c0-2b1085c73e68","Lactobacillus_paracasei",89.1289669142471,0,1964
"7354","442fbf94-493f-4894-b6c5-fd581bbae6be","Lactobacillus_casei",90,0,1950
"7360","4445cdc8-dc51-4a24-af77-ac6c38a9732d","Lactobacillus_fermentum",91.8088737201365,1,2180
"7363","44508558-c182-4000-9a66-77c1f1c4a520","Lactobacillus_fermentum",91.9540229885057,1,2232
"7367","44545ad5-ee67-4888-9166-9dab7f5e9943","Lactobacillus_gasseri",74.0286298568507,0,586
"7371","4457ee0e-f1df-4584-b88b-f977dc71ba7a","Lactobacillus_fermentum",87.8542510121457,1,1802
"7375","445fa5f8-8355-4992-9265-6aac2c0cf6cc","Lactobacillus_paracasei",95.5601092896175,1,2524
"7377","446c0de3-a0e4-42b9-a21c-3660cefaf422","Lactobacillus_casei",91.3664174031271,0,2130
"7383","446ff412-a8a1-479d-9d60-0610b029c8ab","Lactobacillus_paracasei",96.4625850340136,0,2614
"7386","446ff69a-93b5-48e1-8dbe-0b02dced4294","Lactobacillus_paracasei",92.2377622377622,1,2156
"7388","44857219-3364-4339-9f22-a629511fa300","Lactobacillus_ginsenosidimutans",85.1331360946746,0,1452
"7393","449553f1-005e-4e80-b64e-a46e19a5bf8c","Lactobacillus_casei",83.4581347855684,0,1416
"7396","4495abad-1aff-4d48-a214-f522da1bc898","Lactobacillus_casei",85.0104094378904,1,1530
"7402","44a909a4-3ca0-4cd9-8ead-f1e363007544","Lactobacillus_fermentum",89.6428571428572,0,1896
"7406","44ad099d-8c48-49b3-8816-1697269d8267","Lactobacillus_paracasei",90.26369168357,2,2022
"7410","44ada8b0-bfe1-44d5-9639-229c22dc55ac","Lactobacillus_plantarum",87.5399361022364,1,1506
"7413","44b2bb1a-d2fe-447f-b977-787cb7fbaafd","Lactobacillus_paracasei",87.1299871299871,0,1828
"7417","44b4ef21-f12a-427c-a7e9-9f18d59b7288","Lactobacillus_oris",90.5313351498638,1,2062
"7419","44b8b3ac-18f2-4631-bb9e-88d40ca0c72d","Lactobacillus_casei",90.877914951989,0,2066
"7423","44c679d8-b0b8-49a2-b1ab-fda28d5e4ac3","Lactobacillus_buchneri",89.7080291970803,1,1880
"7427","44c9e82f-6712-4184-81af-e804799336eb","Lactobacillus_casei",90.125173852573,0,1980
"7430","44c9efef-fa62-4edf-b497-f64fe4ed6bba","Lactobacillus_casei",92.1821889870836,0,2196
"7434","44caefa6-ec23-457d-a692-6f9c113b406a","Lactobacillus_fermentum",88.5386819484241,0,1798
"7438","44cd97cf-5e27-4f2e-86b4-e8e6b33fad1f","Lactobacillus_fermentum",96.728307254623,1,2502
"7445","44d4d7bb-8c22-4fd7-8cae-eef5b55d27e1","Lactobacillus_buchneri",80.5790960451977,1,1134
"7446","44dbfc6b-3c35-4f40-ae13-1683209b4ec3","Lactobacillus_casei",92.1625544267054,0,2084
"7450","44df755f-82b7-4979-b182-c64be3a56ec0","Lactobacillus_paracasei",96.763085399449,0,2600
"7454","44e37a61-d711-4805-a145-145aa21660b6","Lactobacillus_fermentum",79.9065420560748,0,1166
"7457","44f35716-cc11-45dd-afe9-26ca79fb4e70","Lactobacillus_rhamnosus",85.7715430861723,0,1656
"7463","44f3f350-237e-4008-b5c8-c0d3826f348c","Lactobacillus_paracasei",90.0684931506849,1,2008
"7465","45044dcf-e78b-4c56-a76f-5439b6df5bfd","Lactobacillus_plantarum",81.8488529014845,0,1286
"7470","450c9d1b-7e2c-4b58-a89e-101ee27575ed","Pediococcus_pentosaceus",88.029197080292,1,1746
"7474","450f5ae4-c657-473b-90d3-2fda9df0a280","Lactobacillus_paracasei",84.2326559215137,1,1484
"7476","4528a30a-6eda-4b99-9017-ac66e5300107","Lactobacillus_casei",88.1906077348066,1,1804
"7484","453c73fe-1d78-431b-a313-6391979a16de","Lactobacillus_fermentum",79.0967741935484,1,1178
"7487","45433d58-9234-43fa-a590-583d7aaaacf1","Lactobacillus_casei",89.1872791519435,0,1860
"7493","45490784-8aef-423b-a51a-5cb9fe12bba2","Lactobacillus_delbrueckii",82.4777549623546,0,1298
"7494","45493866-1688-40ae-8399-f4d3b671f4a8","Lactobacillus_casei",85.0627891606081,0,1588
"7502","454af8c1-07e4-4f8b-b485-6e0fac34732a","Lactobacillus_brevis",87.7155172413793,1,1710
"7504","4551e571-e968-4561-9124-4c18b29a4ac4","Lactobacillus_casei",87.7275792312879,0,1838
"7509","455db8db-f122-4f2e-b376-10f87364fd5c","Lactobacillus_fermentum",86.9418132611637,0,1740
"7512","456dafbc-099e-4275-9de2-1e7d4c9531cb","Lactobacillus_casei",95.8104395604396,0,2520
"7515","4571b58f-0f2a-429f-8067-b3120cf721d2","Lactobacillus_casei",88.7610020311442,0,1892
"7517","4575f80e-87fe-46e0-bcb6-3131283e8e25","Lactobacillus_casei",90.8366533864542,0,2148
"7526","45762518-5e6b-4ebb-afca-68347155a2ab","Lactobacillus_salivarius",78.9753825681969,1,1048
"7530","457f9f34-20f1-4228-a504-e18054f0e875","Lactobacillus_fermentum",88.6378737541528,0,1940
"7532","45880171-2335-4f10-bb8d-2286fbf4bb5d","Lactobacillus_casei",93.2005494505495,0,2290
"7535","45960bf1-5aae-4151-afcd-9138400c7e8c","Lactobacillus_casei",92.5487465181058,0,2190
"7541","459d5c88-f301-4d89-9f7e-1a1371f5b26d","Lactobacillus_fermentum",88.0776959142666,0,1876
"7545","45a74225-efad-48f3-9863-5a710495f23a","Lactobacillus_casei",83.9346494213751,0,1458
"7550","45b349f0-3383-46d6-9429-b4f3c6f0d70d","Lactobacillus_casei",95.5509924709103,0,2504
"7554","45b6e32b-91b1-4531-958f-100aa41af40e","Lactobacillus_paracasei",88.3187035786631,1,1896
"7557","45b6f288-ddfb-44b2-acd8-55011a468615","Lactobacillus_casei",87.6419505678023,0,1818
"7562","45c7ea7b-3f03-40d9-8619-57c2a43dd223","Leuconostoc_lactis",89.9796885578876,60,2002
"7565","45cac942-90a4-4a33-91ed-e5e9d38dc302","Lactobacillus_fermentum",89.2215568862275,1,2000
"7569","45e6e2a2-8d9b-4ac2-a979-907fe1bdb6c8","Lactobacillus_casei",89.5161290322581,0,2022
"7576","45fe5246-0146-4c29-81de-3351c8b6dbaf","Lactobacillus_rhamnosus",81.0475534114404,0,1194
"7581","45ffc574-ed72-4f32-b2bc-a5258d96f285","Lactobacillus_brevis",81.1228070175439,1,1184
"7584","4606417e-1923-413d-8914-25991545ae56","Lactobacillus_gasseri",81.1789772727273,0,1170
"7588","460761cc-069b-4570-bf0d-85159bf3ac41","Lactobacillus_fermentum",90.2093180283592,0,2088
"7593","460b046c-895b-465c-aebf-9b1ec297e876","Lactobacillus_fermentum",87.778528021607,1,1816
"7597","461262dd-a5ad-4b39-82e6-a91c25f00721","Lactobacillus_fermentum",95.6908344733242,1,2518
"7602","4614e53d-0a67-43dc-9a7b-4ad18440abbb","Lactobacillus_paracasei",85.1263537906137,1,1494
"7606","4620d31e-f34c-420b-8082-e969282a34af","Lactobacillus_paracasei",89.404432132964,0,1972
"7610","462f57df-2c0a-4af2-8a89-2fda60e64381","Lactobacillus_paracasei",93.5817805383023,1,2298
"7611","46311c73-ea1a-4a04-981e-118a518d1205","Lactobacillus_casei",96.9571230982019,0,2594
"7616","46396206-f95b-4afa-9d35-87107d20a7ea","Lactobacillus_fermentum",90.527018012008,0,2092
"7620","463b384a-7b26-4b19-b4c8-93c56619fdfa","Lactobacillus_salivarius",80.8980755523877,1,1176
"7624","463fe9c7-5083-4560-90c2-2928436a0b31","Lactobacillus_casei",94.1336971350614,0,2358
"7629","4640f240-f7c8-4e6c-901e-30b6f7d0b1b2","Lactobacillus_delbrueckii",94.3344709897611,0,2390
"7633","464c27ac-aca0-4810-8327-702994b7fca6","Lactobacillus_delbrueckii",84.5215157353886,1,1642
"7636","46521e53-7e36-42bf-a4d8-2f9fdf2a942b","Lactobacillus_fermentum",96.0743801652893,0,2540
"7640","46537155-baf4-469d-a6aa-2c7fe67056ac","Lactobacillus_paracasei",95.7359009628611,3,2488
"7644","4656fa73-8cca-4185-90a4-14ac72751302","Lactobacillus_fermentum",81.3377926421405,1,1268
"7647","465907df-1ddc-4f2c-8896-013ac3a61dad","Lactobacillus_casei",93.7414965986395,0,2350
"7652","466963b5-4f1a-47e4-aedd-8fbc8eeedafa","Lactobacillus_delbrueckii",88.6534518113466,0,1878
"7654","46700ae4-9e76-470c-ae78-5a87e7613d99","Lactobacillus_casei",86.5411436541144,1,1670
"7658","4676d031-99d3-49bb-9944-6eaf1d1187de","Lactobacillus_fermentum",91.1051212938005,1,2142
"7660","467fcd38-c1ac-4d84-b9cb-d9d411129f3d","Lactobacillus_casei",89.4590846047157,0,1938
"7666","468f54d6-b8aa-45a8-9c28-25fabd6a69b1","Lactobacillus_fermentum",93.6184657162254,1,2346
"7670","4692380c-3216-4c2d-a697-b4497d7c12f7","Lactobacillus_buchneri",83.8888888888889,0,1264
"7672","46a08718-740b-40ca-94d7-7c75e7c8a575","Lactobacillus_casei",89.327485380117,0,1804
"7676","46a105d7-a0de-4f29-a76f-c1df0ea53dbb","Enterococcus_faecium",77.4820143884892,0,852
"7682","46af19e5-c4ce-4131-8075-072a0c0844fe","Lactobacillus_fermentum",85.8471760797342,0,1666
"7687","46bbab83-00f5-41d4-ab6c-7d78240d5288","Lactobacillus_casei",87.3324396782842,0,1778
"7692","46c01b81-51dc-4699-9b75-705b6407af41","Lactobacillus_casei",95.0413223140496,0,2452
"7694","46d23fb6-9584-4c0c-bfb0-10f18db8b65e","Lactobacillus_casei",91.3467794404684,0,2214
"7700","46d410fc-79a0-4ac4-b070-db6059390ce2","Lactobacillus_paracasei",96.3423050379572,1,2558
"7704","46d4e89a-d68d-49cb-bf79-dae8bee5bd9b","Lactobacillus_paracasei",89.2881824464409,1,1936
"7705","46df1b5f-9a73-4d27-b21d-496ef11db052","Lactobacillus_casei",91.8864097363083,0,2190
"7709","470d0834-22f2-46c5-a0b4-c1fa3e427b05","Lactobacillus_casei",88.1159420289855,0,1744
"7715","47115a57-3b37-45d5-824b-598bd3790a56","Lactobacillus_plantarum",92.0710868079289,5,2200
"7718","47138c7f-4041-4b24-8cd2-737fb5f911ce","Lactobacillus_paracasei",91.9137466307278,0,2190
"7719","47142c90-3782-4171-8041-a22b00903030","Lactobacillus_casei",82.6618705035971,0,1284
"7723","471a208c-71aa-4375-ac7b-ba757cdfd6fd","Lactobacillus_casei",95.7988980716253,0,2518
"7728","471a8d6b-58e6-4fe2-899f-4d791e8212a3","Lactobacillus_fermentum",86.2540716612378,1,1750
"7730","472f7298-3ee7-4547-8558-d391fc970c07","Lactobacillus_casei",96.0662525879917,0,2520
"7733","4730349f-e132-42b5-a550-955ab974bcbd","Leuconostoc_citreum",89.4276094276094,0,1974
"7740","473595b4-85b9-4041-a4f9-e0f72d28a5f2","Lactobacillus_oris",89.1891891891892,1,1942
"7742","4749b9d4-24a4-4e0a-abf3-426cc48c0abb","Lactobacillus_casei",88.2557331480195,0,1814
"7745","474bbd22-c249-48f0-babe-53f7904473bc","Lactobacillus_casei",89.4664842681259,0,1946
"7750","475030a0-baaa-42a7-aa0a-390ff315e486","Lactobacillus_fermentum",88.9487870619946,0,1942
"7752","47504676-740b-4ce2-af69-c7806ca0fede","Lactobacillus_casei",86.9178082191781,0,1766
"7757","4759fdc4-0fb5-4ad1-9c42-8ee881da8c2f","Lactobacillus_casei",91.3956639566396,10,2154
"7763","475ac662-383d-425e-9c72-559c3dc8758d","Lactobacillus_fermentum",92.2297297297297,1,2254
"7766","476bc16f-940d-45b5-ac0d-b9ca156d4cff","Lactobacillus_fermentum",93.143245078072,0,2310
"7771","47723477-8fa2-4e3f-be66-c6145564d263","Lactobacillus_fermentum",95.0508474576271,1,2484
"7774","47801a95-258a-42ed-a4b7-c93a02384472","Lactobacillus_casei",93.7543859649123,0,2302
"7778","4782c5ad-8f00-42a0-a116-01c40499c22e","Lactobacillus_kunkeei",81.4088598402324,0,1196
"7781","4790222d-4b89-4e6c-b5da-e4403266a47e","Lactobacillus_delbrueckii",87.3015873015873,1,1806
"7786","47a25108-f7c4-4491-87d0-359f66c965c7","Lactobacillus_plantarum",83.419689119171,1,1512
"7790","47a4e07c-a931-4e7c-bc4b-d916b639cb04","Lactobacillus_plantarum",85.8839050131926,1,2029
"7793","47ace216-0db1-487c-b602-3a8d047158e0","Lactobacillus_fermentum",94.546693933197,0,2434
"7795","47ba5c68-394f-414e-97b5-cc0db915e181","Lactobacillus_casei",87.098976109215,0,1758
"7799","47d31a3f-95de-4e4a-b310-bcbde41774ca","Lactobacillus_casei",91.4001421464108,0,2050
"7804","47d8f08f-425b-405f-b435-6faf93af7584","Lactobacillus_paracasei",89.7944720056697,1,1926
"7807","47dd3af4-e5e9-480c-a6aa-25ca57510491","Lactobacillus_casei",86.1818181818182,1,1606
"7813","47df1840-0847-4113-93c9-1ff04aa38bfe","Lactobacillus_fermentum",92.9063360881543,0,2260
"7819","47f37115-e241-49de-a097-900e0223b757","Lactobacillus_fermentum",82.3655913978495,1,1270
"7821","47f97160-d16a-400e-9e5d-7ebc2a09e83e","Lactobacillus_paracasei",78.0085959885387,1,906
"7829","47f9a307-e5e1-4985-9520-4a74c709d203","Lactobacillus_fermentum",91.1426639621366,0,2104
"7832","47fa9bab-f28d-4aa6-8d01-186d8ed1c0c7","Lactobacillus_fermentum",85.3211009174312,0,1682
"7837","4801f9d6-8d90-4606-bf68-37d5e25cd7ea","Lactobacillus_casei",91.6723549488055,0,2136
"7841","4807b79e-daec-4e4b-813d-1898c6d44aed","Lactobacillus_fermentum",87.4509803921569,0,1528
"7846","481edcf6-f36b-4784-abae-a4134debb8ca","Lactobacillus_delbrueckii",89.7470950102529,0,1944
"7849","481fca43-6ba3-4a6a-b72b-393f42b76a43","Lactobacillus_casei",87.2702518720218,1,1758
"7852","482d0ab0-1d87-4865-ab60-9da8eb2a1d28","Lactobacillus_fermentum",87.7634262406526,1,1806
"7859","482df0b9-cec5-4d5f-b16d-1b462d905556","Lactobacillus_paracasei",91.2719891745602,1,2136
"7860","4830d8bd-f45a-41d2-81fd-1bd4448a6c46","Lactobacillus_casei",94.0976933514247,0,2396
"7868","483e2166-43ef-4ab6-84f3-21dd70e11e7d","Lactobacillus_fermentum",87.1778350515464,0,1832
"7871","4844a951-eede-4c86-b7f3-31aba54d854a","Lactobacillus_casei",83.1989247311828,0,1416
"7874","484e5764-2d15-45d4-8952-3177d015d7f1","Lactobacillus_casei",87.6094276094276,0,1808
"7880","48574b06-67ed-48ec-9d05-202d3f4dd2e7","Lactobacillus_rhamnosus",85.9699355762348,0,1568
"7882","4858e306-f949-4097-862a-26fe931918e8","Lactobacillus_paracasei",88.6471787899388,0,1902
"7886","485c290f-ff42-415e-9f54-a0e4daeb87f2","Lactobacillus_buchneri",86.5273775216138,1,1632
"7887","485c68f4-4004-4031-81f2-7827be1dbe70","Lactobacillus_casei",95.3888506538197,0,2466
"7893","485cbdb9-8660-4efd-a0ce-101b5880b54c","Lactobacillus_paracasei",86.4748201438849,1,1582
"7899","486276f1-0f3c-4f1f-ba64-9809e40d3128","Lactobacillus_oris",85.8783783783784,1,1686
"7901","4867501a-fb7b-4b1f-8e4c-c951f04b787e","Lactobacillus_paracasei",91.638341264446,0,2172
"7904","4869afb4-1f77-43c2-bfbe-33b98b484d67","Lactobacillus_fermentum",95.3741496598639,1,2504
"7908","488ea8a9-f4d1-407a-9cdc-542c1e9b3a70","Leuconostoc_lactis",96.8728283530229,59,2566
"7911","48982e1b-6c26-4e84-9fb4-cd134c9b8e2e","Lactobacillus_paracasei",96.6042966042966,0,2570
"7915","4898967b-ea63-4799-88af-151bd479edb4","Lactobacillus_fermentum",88.2510013351135,0,1872
"7917","48a9c66b-03a4-4aed-9bc7-0193e1d18b03","Lactobacillus_fermentum",89.8708361658736,0,2044
"7924","48ad7d8c-2325-4991-8064-96321b0c96da","Lactobacillus_rhamnosus",88.981288981289,0,1898
"7928","48b89e6f-54ac-4595-b4f3-ac46f126e775","Pediococcus_pentosaceus",82.1606254442075,1,1286
"7931","48d52f49-eebf-4381-8076-b72403a371c1","Lactobacillus_fermentum",93.2085932085932,0,2244
"7935","48e6da95-4ec8-439e-be84-9fd0005bc12e","Pediococcus_pentosaceus",86.3734679163663,1,1610
"7939","48e93e0e-1ef6-4870-af5a-c14ca2544e0c","Lactobacillus_fermentum",92.5068119891008,2,2216
"7941","48f7a8ca-1754-4f3e-8d7d-cb991aaeb055","Lactobacillus_casei",97.5744975744976,0,2652
"7945","48f857d7-3b00-4e50-8855-ca6af1b6f0ae","Lactobacillus_casei",82.887323943662,0,1292
"7952","48ff121a-cc79-41f7-8332-cf4c3be3f13a","Lactobacillus_paracasei",94.9556918882072,1,2448
"7955","490a61f5-1943-4f8f-ae76-5c3606477a0c","Lactobacillus_casei",92.6351351351351,0,2250
"7959","49139678-e123-4e95-ad37-1c430425b095","Lactobacillus_paracasei",84.7303443794672,1,1604
"7965","4914391b-4af4-4f2c-a639-d67ada8301a1","Lactobacillus_casei",85.1928374655647,0,1536
"7969","4915a803-08ed-4816-a64d-8c872be33b36","Lactobacillus_paracasei",84.3729481286934,0,1578
"7972","4916d2fb-1f5e-44f6-b441-33ed84387e17","Lactobacillus_fermentum",86.9225302061123,0,1654
"7975","491a59bd-d415-447b-91eb-0dc424c2f7d7","Lactobacillus_casei",86.0940695296523,0,1648
"7978","491b46ac-c5f9-4d34-bb12-02bd34b449e6","Lactobacillus_fermentum",85.9743762643291,1,1652
"7981","4929055c-de4b-474c-aae0-0180192e41fb","Lactobacillus_casei",89.741847826087,0,2016
"7988","4932378c-d4ff-4339-b7c4-d143094dee23","Lactobacillus_salivarius",85.9760394644116,1,1580
"7992","49389563-bc95-4f0a-8d73-d26b76c44c1c","Lactobacillus_fermentum",91.1665542818611,0,2126
"7995","494ad08c-c029-4ac6-a285-e58ab1296790","Lactobacillus_buchneri",78.1538461538461,0,878
"7998","4950c24f-76c6-45ed-98f2-ec91c1c8d816","Lactobacillus_fermentum",92.0384351407001,1,2176
"8002","4955cf48-ddb5-4d37-8ac7-008e23b254cc","Lactobacillus_fermentum",94.7873799725652,0,2462
"8004","49623bb2-1426-49d2-ac96-1d3956025a3c","Lactobacillus_casei",95.1449763991908,0,2492
"8008","49669936-094a-4f4b-8754-0c200b793153","Lactobacillus_fermentum",88.8814016172507,0,1926
"8014","496b26f7-a5f0-4a3e-86fc-c20d05ebe4c8","Lactobacillus_paracasei",85.9082094376212,1,1736
"8020","496cc1de-12a9-4c1d-9f7c-49596ed697d6","Lactobacillus_rhamnosus",88.4809215262779,1,1792
"8023","4987577a-e20d-44b0-a702-e85207bdd8fb","Lactobacillus_paracasei",87.6183539694101,1,1672
"8026","49979086-209d-4558-94b2-7b6ae5238762","Lactobacillus_delbrueckii",85.1750171585449,0,1554
"8029","49988501-e4fc-43b1-b63c-0eaa93fe0c4d","Lactobacillus_fermentum",90.6313645621181,0,2110
"8034","499a5216-d61b-40e9-b2d7-d95539136ffb","Lactobacillus_fermentum",90.8269631688673,0,2074
"8040","499be36a-fd2b-4fbb-9df9-c32ac9f62128","Lactobacillus_delbrueckii",90.0862068965517,2,1934
"8042","499d1c9e-32fb-487b-bae5-17d43702c018","Lactobacillus_paracasei",83.1041257367387,0,1434
"8047","49a46034-0c97-44de-8f49-42e7783f4fc6","Lactobacillus_fermentum",84.6972721224218,0,1578
"8049","49a5bca2-2a62-4b28-908f-2f1a3fb5e656","Lactobacillus_fermentum",90.8205841446453,1,2024
"8050","49ac6426-7ca9-4171-be78-1b8e74cd1fb2","Lactobacillus_casei",91.5254237288136,0,2168
"8057","49b3ad63-6437-4419-89a3-54850c37adc0","Lactobacillus_fermentum",87.0988867059594,0,1842
"8060","49b5c1e3-12e0-434b-acb6-fbd984737c36","Lactobacillus_casei",84.8032564450475,0,1564
"8069","49d20d71-e0b4-45c3-a0a4-b73da286412f","Lactobacillus_buchneri",87.7001455604076,1,1670
"8073","49f107cf-4ed5-461c-a9f7-cc00d5e13bdb","Lactobacillus_fermentum",83.6734693877551,1,1532
"8080","49fc404a-57bb-415a-8e24-49e26dc1ee44","Lactobacillus_casei",85.0681981335248,1,1494
"8083","4a00f615-96e7-4086-9a10-aa446d496128","Lactobacillus_fermentum",93.070652173913,1,2292
"8087","4a0247cd-4fce-4aa8-9509-ef720e25d081","Lactobacillus_fermentum",89.1274238227147,1,1890
"8095","4a07e650-eda0-44a6-9c1c-d7fe8fcf1b83","Lactobacillus_plantarum",88.5409252669039,1,1792
"8100","4a10ce69-e890-499c-a74b-7d0578562c6b","Lactobacillus_paracasei",87.6274643099932,1,1796
"8102","4a15420e-2866-4654-aec0-cf073b1aa42b","Lactobacillus_paracasei",85.4694996572995,0,1592
"8103","4a183f83-cb32-4890-9750-8c8ae51927cf","Lactobacillus_casei",96.5588437715072,0,2582
"8106","4a23b1b5-de8e-4e91-856a-0e3a8555060e","Lactobacillus_casei",95.1269732326699,0,2470
